project_id,project_name,sector,implementing_agency,state,original_cost,revised_cost,expenditure,expenditure_change_recent,physical_progress,progress_change_recent,original_duration_months,months_elapsed,current_delay_months,overdue_milestones,days_since_last_cuf_update,clearance_pending_days,active_litigation,reasons_for_delay
MOSPI_617321,Godhani-Kalumna Chord 13.7 km,Railways,Ministry of Railways,,150000.0,150000.0,1940.0,0.0,11.0,0.0,121.0,98.5,0.0,0,15,0,False,
MOSPI_705728,Mumbai-Ahmedabad High Speed Rail Project- 508 km,Railways,National High Speed Rail Corporation [NHSRC],,108000.0,108000.0,90966.9,0.0,62.0,1.0,149.0,137.5,28.0,1,15,0,False,
MOSPI_702668,Chennai Metro Rail Phase-II Development Project,Water Resources,Chennai Metro Rail Limited [CMRL],,63246.0,63246.0,47162.7,12464.7,0.0,-5.0,58.4,22.9,0.0,0,15,0,False,
MOSPI_706775,BharatNet,Telecommunications,Department of Telecommunications [DoT],,61109.0,188000.0,48809.7,0.0,100.0,0.0,73.4,109.9,43.0,1,15,0,False,
MOSPI_705237,Western Dedicated Freight Corridor,Railways,DFCCIL,,51101.0,124005.0,124623.0,0.0,96.0,0.0,169.0,222.5,45.0,1,15,0,False,
MOSPI_709798,Ethylene Cracker Project at Bina Refinery including downstream Petrochemical Plants and expansion of Refinery,Petroleum,Bharat Petroleum Corporation Limited [BPCL],,43367.0,43367.0,6104.0,508.0,34.0,3.0,60.5,40.0,0.0,0,15,0,False,
MOSPI_701263,Rajasthan Refinery Project,Power,MinistryofPetroleumNaturalGas,,43129.0,79459.0,69996.7,794.5,92.0,0.0,60.7,107.2,44.0,1,15,0,False,
MOSPI_705429,Rishikesh-Karnaprayag New Rail Line- 125 km,Railways,RVNL - II,,38953.0,38953.0,28828.2,319.3,78.0,4.0,109.7,118.1,36.0,1,15,0,False,
MOSPI_298178,"Meja Thermal Power Project, Stage-II , (3x800 MW)",Power,National Thermal Power Corporation [NTPC],,38358.0,38358.0,1002.73,0.0,0.0,0.0,78.9,3.4,0.0,0,15,0,False,
MOSPI_701289,Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA,Petroleum,Indian Oil Corporation Limited [IOCL],,34627.0,36225.0,28007.3,178.1,94.0,3.0,43.1,66.6,27.0,1,15,0,False,
MOSPI_400120,KG-DWN-98/2 Cluster - II Development Project - NELP Block,Petroleum,Oil and Natural Gas Corporation Limited [ONGC],,34012.0,34012.0,35498.3,2259.8,96.0,0.0,36.0,12.0,72.0,1,15,0,False,
MOSPI_706780,Mumbai Urban Transport Project [MUTP]  Phase-IIIA,Railways,Mumbai Rail Vikas Corporation Ltd.[MRVC],,33690.0,33690.0,3854.46,112.51,25.0,0.0,105.0,89.5,0.0,0,15,0,False,
MOSPI_400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,Real Estate,National Buildings Construction Corporation [NBCC],,32850.0,32841.0,14370.5,484.8,47.0,0.0,113.9,122.3,0.0,0,15,0,False,
MOSPI_602182,Dibang Multipurpose Project,Power,National Hydroelectric Power Corporation Limited [NHPC],,31876.0,31876.0,4921.36,171.7,18.0,0.0,108.0,42.6,0.0,0,15,0,False,
MOSPI_604795,CBR 9 MMTPA Project,Petroleum,Chennai Petroleum Corporation Limited [CPCL],,31580.0,36354.0,1615.38,25.31,10.0,0.0,44.9,60.4,0.0,0,15,0,False,
MOSPI_702633,Delhi-Ghaziabad-Meerut Regional Rapid Transit System [RRTS] corridor,Urban Transport,National Capital Region Transport Corporation [NCRTC],,30274.0,30274.0,27720.4,255.1,96.0,0.0,75.8,90.3,7.8,1,15,0,False,
MOSPI_619051,"Nabinagar Super Thermal Power Project, Stage-II [3x800 MW]",Power,National Thermal Power Corporation [NTPC],,29948.0,29948.0,3422.25,322.31,15.0,1.0,68.8,22.3,0.0,0,15,0,False,
MOSPI_619341,"Telangana Super Thermal Power Project , Stage-II [3 x 800 MW]",Power,National Thermal Power Corporation [NTPC],,29345.0,29345.0,732.96,3.33,1.0,0.0,70.1,5.6,0.0,0,15,0,False,
MOSPI_701593,4G Services by BSNL,Telecommunications,Department of Telecommunications [DoT],,28466.0,19592.0,9165.04,22.41,99.0,1.0,40.9,70.4,24.0,1,15,0,False,
MOSPI_400231,NLC Talabira Thermal Power Project,Power,NLC India Limited,,27213.0,27213.0,3574.21,56.04,4.0,0.0,158.1,115.6,0.0,0,15,0,False,
MOSPI_702635,Construction of Bangalore Metro Rail Project Phase 2.,Urban Transport,Bengaluru Metro Rail,,26405.0,30695.1,29835.0,22.0,96.0,0.0,85.0,150.8,66.3,1,15,0,False,
MOSPI_400013,Saturation 4G mobile coverage of Uncovered Villages through USOF,Telecommunications,Department of Telecommunications [DoT],,26316.0,30620.0,9791.8,0.0,84.0,0.0,22.8,49.6,21.3,1,15,0,False,
MOSPI_619032,JAYANT EXPN. [20 TO 38 MTPA],Coal,NCL - CIL,,25560.0,25560.0,333.3,76.6,2.0,0.0,85.1,18.6,0.0,0,15,0,False,
MOSPI_619025,RAJASTHAN PART I POWER TRANSMISSION LIMITED,Transmission & Distribution,Adani Transmission Limited,,25000.0,25000.0,735.05,309.0,10.0,6.0,53.9,19.8,0.0,0,15,0,False,
MOSPI_702632,DMRTS Phase - IV [3 Priority Corridors],Urban Transport,Delhi Metro Rail Corporation Limited [DMRC],,24949.0,24949.0,21420.8,379.4,83.0,1.0,68.9,86.4,21.0,1,15,0,False,
MOSPI_615347,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V [8 GW] PART A   [SPV Name POWERGRID West Central Transmission Limited],Transmission & Distribution,Power Grid Corporation of India Limited [POWERGRID],,24819.0,24819.0,2978.28,0.0,19.0,1.0,53.9,21.8,0.0,0,15,0,False,
MOSPI_709857,"Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration & Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.",Telecommunications,BSNL,,24545.0,24545.0,9165.89,22.41,99.0,1.0,25.5,40.3,15.3,1,15,0,False,
MOSPI_702637,Mumbai Metro Line 3,Urban Transport,Mumbai Metro Rail Corporation Limited [MMRC],,23136.0,37276.0,35960.0,2311.7,99.0,1.0,116.4,157.9,29.0,1,15,0,False,
MOSPI_547243,BharatNet Phase-II,Telecommunications,Department of Telecommunications,,22175.0,22175.0,20691.7,0.0,93.0,0.0,70.4,109.9,0.0,0,15,0,False,
MOSPI_701530,Ken-Betwa Linking Development Project,Water Resources,"Department of Water Resources, River Development,",,21030.0,21030.0,8530.86,0.0,0.0,0.0,36.0,12.0,0.0,0,15,0,False,
MOSPI_701372,Sardar Sarovar Project,Water Resources,"Narmada and Water Resources, Water Supply and Kalpsar Dep...",,20718.0,33412.5,31969.4,26.2,94.0,0.0,285.0,365.4,75.0,1,15,0,False,
MOSPI_618976,"Gadarwara Super Thermal Power Project, Stage-II [2x800 MW]",Power,National Thermal Power Corporation [NTPC],,20446.0,20446.0,2329.76,188.29,12.0,2.0,64.8,22.3,0.0,0,15,0,False,
MOSPI_619026,KPSIII HVDC Transmission Limited,Transmission & Distribution,Adani Transmission Limited,,19000.0,19000.0,20.0,0.0,1.0,0.0,48.0,9.1,0.0,0,15,0,False,
MOSPI_701329,Petrochemical and Lube Integration Project at Gujarat Refinery,Petroleum,Ministry of Petroleum & Natural Gas,,18936.0,17825.0,75182.7,91.1,89.0,0.0,47.3,71.8,27.0,1,15,0,False,
MOSPI_400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],Power,National Thermal Power Corporation [NTPC],,18668.0,20302.0,19735.7,528.1,92.0,2.0,64.7,106.2,49.0,1,15,0,False,
MOSPI_400062,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia, West Bengal",Power,Damodar Valley Corporation,,17673.0,17673.0,2268.62,148.23,13.0,1.0,78.9,43.5,0.0,0,15,0,False,
MOSPI_400259,Ghatampur Thermal Power Plant 3 X 660 MW,Power,NLC India Limited [NLCIL],,17238.0,21780.9,21237.5,108.4,96.0,1.0,52.0,121.6,63.9,1,15,0,False,
MOSPI_612142,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]",Power,National Thermal Power Corporation [NTPC],,17195.0,17195.0,3840.48,194.47,25.0,1.0,71.9,30.4,2.0,0,15,0,False,
MOSPI_709795,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich, Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts",Petroleum,Bharat Petroleum Corporation Limited [BPCL],,16654.0,16654.0,754.7,16.08,20.0,1.0,90.3,44.8,0.0,0,15,0,False,
MOSPI_705941,Bangalore Suburban Railway Project,Railways,Karnataka Rail Infrastructure Development Company Limited...,,15767.0,15767.0,3277.99,53.9,20.0,0.0,74.3,70.8,39.0,1,15,0,False,
MOSPI_612878,Bangalore Metro Rail Project - PHASE-3,Urban Transport,Bengaluru Metro Rail,,15611.0,15611.0,0.0,0.0,4.0,4.0,80.5,24.0,0.0,0,15,0,False,
MOSPI_611930,Lara Super Thermal Power Project Stage-II [2 x 800 MW],Power,National Thermal Power Corporation [NTPC],,15530.0,16106.0,5472.13,193.1,34.0,2.0,58.0,36.6,5.0,0,15,0,False,
MOSPI_701324,Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA,Petroleum,Ministry of Petroleum & Natural Gas,,14810.0,16724.0,74990.3,101.6,92.0,1.0,39.0,79.5,40.0,1,15,0,False,
MOSPI_702665,Construction Bangalore Metro Rail Project Phase-2A & 2B,Urban Transport,Bengaluru Metro Rail,,14788.0,14788.1,10878.5,502.1,68.0,2.0,60.7,63.3,0.0,0,15,0,False,
MOSPI_611509,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand",Power,Damodar Valley Corporation,,14358.0,14358.0,2229.31,115.02,14.0,0.0,74.5,40.6,0.0,0,15,0,False,
MOSPI_705391,Jiribam-Imphal 110 km,Railways,CAO/C-III/NFR NFR mor,,14323.0,21886.0,16931.5,604.4,78.0,5.0,278.5,275.0,30.0,1,15,0,False,
MOSPI_619311,Kalai-II Hydro Electric Project [1200 MW],Power,THDC India Limited,,14106.0,14106.0,189.68,1.06,0.0,0.0,78.0,4.8,0.0,0,15,0,False,
MOSPI_604859,Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip Refinery,Petroleum,Ministry of Petroleum & Natural Gas,,13805.0,11783.0,70820.2,182.9,95.0,1.0,42.0,73.5,31.0,1,15,0,False,
MOSPI_619223,Petro Resid Fluidized Catalytic Cracking [PRFCC] Unit and its associated facilities at Mumbai Refinery,Petroleum,Bharat Petroleum Corporation Limited [BPCL],,13626.0,13626.0,93.6,11.73,7.0,1.0,52.0,15.5,0.0,0,15,0,False,
MOSPI_705428,Bhanupalli-Bilaspur-Beri New Railway Line Project,Railways,RVNL - II,,13447.0,13447.0,7781.89,93.13,64.0,0.0,213.0,209.5,12.0,1,15,0,False,
MOSPI_702627,Patna Metro Rail Project,Urban Transport,Patna Metro Rail Corporation Ltd. [PMRCL],,13366.0,13365.8,5198.09,1.0,50.0,0.0,60.0,90.6,40.1,1,15,0,False,
MOSPI_245986,Jaipur Metro Rail Project Phase 2 (Prahladpura to Todi Mod),Urban Transport,Jaipur Metro Rail Corporation,,13038.0,13038.0,1.79,0.0,2.0,0.0,66.0,4.6,0.0,0,15,0,False,
MOSPI_604791,Numaligarh Refinery Expansion Project,Petroleum,Numaligarh Refinery Limited,,12366.0,25313.0,20411.2,284.1,87.0,1.0,48.0,73.6,32.1,1,15,0,False,
MOSPI_616699,Multi tracking of Son Nagar-Andal 374.53 rkm & 814.38 tkm PB34/ECOR/2023-24,Railways,CAO/Con/South/MHX ECR mor,,12334.0,12334.0,1152.79,270.02,3.0,-5.0,55.2,36.7,0.0,0,15,0,False,
MOSPI_617327,Thane Integral Ring Metro Rail Project,Urban Transport,Maharashtra Metro Rail Corporation Limited [MMRCL],,12200.0,12200.0,101.17,5.53,10.0,1.0,60.8,24.3,0.0,0,15,0,False,
MOSPI_702630,Surat Metro Rail Project,Urban Transport,Gujarat Metro Rail Corporation Limited [GMRCL],,12020.0,12020.0,9332.21,165.5,82.0,1.0,60.0,90.2,36.7,1,15,0,False,
MOSPI_619031,Delhi Metro Rail Phase V A,Urban Transport,Delhi Metro Rail Corporation Limited [DMRC],,12015.0,12015.0,264.98,8.87,6.0,0.0,35.8,8.2,0.0,0,15,0,False,
MOSPI_602961,Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion,Power,National Thermal Power Corporation [NTPC],,11844.0,12543.0,7031.31,251.86,55.0,1.0,57.2,48.7,12.0,1,15,0,False,
MOSPI_400424,GEVRA OC [70 MTY],Coal,SECL - CIL,,11816.0,11816.0,7825.46,865.23,78.0,0.0,84.8,126.3,48.0,1,15,0,False,
MOSPI_619056,"Darlipali Super Thermal Power Project, Stage-II [1x800 MW]",Power,National Thermal Power Corporation [NTPC],,11131.0,11131.0,566.2,6.02,3.0,1.0,62.8,10.3,3.9,0,15,0,False,
MOSPI_602194,Khurja super Thermal Power Plant [2X660 MW],Power,THDC India Limited,,11089.0,13276.2,12952.0,63.8,100.0,0.0,58.9,90.3,19.9,1,15,0,False,
MOSPI_702628,Kanpur Metro Rail Project,Urban Transport,Uttar Pradesh metro rail corporation [UPMRC],,11076.0,11076.0,9463.15,332.0,83.0,1.0,60.0,87.6,34.1,1,15,0,False,
MOSPI_706781,Mumbai Urban Transport Project Phase-III,Railways,Mumbai Rail Vikas Corporation Ltd.[MRVC],,10947.0,10947.0,6880.48,148.28,75.0,0.0,64.0,117.5,57.0,1,15,0,False,
MOSPI_702639,Ahmedabad Metro Rail Project [Phase-I],Urban Transport,Gujarat Metro Rail Corporation Limited [GMRCL],,10773.0,12924.5,12520.7,109.9,100.0,0.0,40.4,141.9,98.0,1,15,0,False,
MOSPI_602579,Buxar Thermal Power Project [1320 MW],Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,,10439.0,13756.6,13731.8,125.1,95.0,0.0,58.0,90.3,28.7,1,15,0,False,
MOSPI_701349,Paradip-Numaligarh Crude Oil Pipeline [PNCPL] & Crude Oil Import Terminal [COIT] at Paradip,Power,Numaligarh Refinery Limited,,10228.0,12407.0,11168.5,132.5,93.0,0.0,65.9,91.6,27.1,1,15,0,False,
MOSPI_701415,Polavaram Irrigation Project,Water Resources,Water Resources-AP,,10151.0,55548.9,27961.5,235.3,86.0,0.0,159.3,211.8,47.0,1,15,0,False,
MOSPI_400012,Kandla Gorakhpur LPG Pipeline,Power,Ministry of Petroleum & Natural Gas,,10088.0,10088.0,8672.35,86.64,96.0,1.0,36.0,92.5,54.0,1,15,0,False,
MOSPI_619326,Nidadavolu-Duvvada 3rd & 4th Lines,Railways,South Central Railway [SCR] - II,,9889.0,9889.0,0.01,0.01,0.0,0.0,69.0,4.7,0.0,0,15,0,False,
MOSPI_618985,Pune Metro Rail Project Phase-2 Line-4 Kharadi to Khadakwasla with Spur Line 4A Nal Stop - Warje - Manikbaug,Urban Transport,Maharashtra Metro Rail Corporation Limited [MMRCL],,9858.0,9858.0,8.62,1.21,2.0,1.0,60.5,9.0,0.0,0,15,0,False,
MOSPI_617188,"Sipat Super Thermal Power Project, Stage-III [1x800 MW]",Power,National Thermal Power Corporation [NTPC],,9791.0,9791.0,1910.55,114.73,22.0,1.0,60.3,23.8,2.0,0,15,0,False,
MOSPI_701346,North East Gas Grid,Petroleum,Indradhanush Gas Grid Limited,,9265.0,9265.0,7008.0,108.0,88.0,0.0,48.0,77.5,48.0,1,15,0,False,
MOSPI_400078,New Mundra Panipat Crude Oil Pipeline,Power,Ministry of Petroleum & Natural Gas,,9028.0,9028.0,7482.71,26.41,94.0,1.0,36.0,56.8,18.3,1,15,0,False,
MOSPI_400234,Third Railway Line between Patratu-Sonnagar [281 kms],Railways,RVNL - II,,8975.0,8975.0,4950.0,151.04,88.0,-2.0,112.2,117.7,4.0,0,15,0,False,
MOSPI_400277,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,Railways,RVNL - II,,8964.0,8964.0,8984.66,251.64,87.0,0.0,189.6,198.0,24.0,1,15,0,False,
MOSPI_705480,"Lalitpur-Satna, Rewa-Singrauli & Mahoba-Khajuraho",Railways,North Central Railway,,8914.0,8914.0,6889.55,82.6,74.0,0.0,242.1,235.7,9.0,1,15,0,False,
MOSPI_400168,"500 KTA PDHPP Project, Usar",Petroleum,Gas Authority of India Limited [GAIL],,8797.0,11256.0,8861.88,120.0,92.0,0.0,48.0,65.2,26.7,1,15,0,False,
MOSPI_400185,GOPALJI KANIHA OCP [10 TO 30 M,Coal,MCL - CIL,,8416.0,6107.87,1777.54,0.71,36.0,0.0,95.2,52.7,0.0,0,15,0,False,
MOSPI_617207,Delhi Metro Rail Phase-IV [2 Corridors],Urban Transport,Delhi Metro Rail Corporation Limited [DMRC],,8400.0,8400.0,183.23,26.54,4.0,0.0,60.0,29.6,0.0,0,15,0,False,
MOSPI_702629,Agra Metro Rail Project,Urban Transport,Uttar Pradesh metro rail corporation [UPMRC],,8380.0,8380.0,6368.28,266.0,73.0,2.0,60.0,87.6,37.1,1,15,0,False,
MOSPI_705396,Byrnihat-Shillong New Rail Line- 108 km,Railways,Northeast Frontier Railway [NFR],,8324.0,8342.28,266.12,0.0,2.0,0.0,119.6,185.1,72.0,1,15,0,False,
MOSPI_701405,J. Chokka Rao Devadula Lift Irrigation Scheme,Water Resources,Irrigation and CAD-TG,,8201.0,14730.0,4841.09,56.55,88.0,0.0,165.0,245.5,72.0,1,15,0,False,
MOSPI_611716,700 MW Tato-II HE Project,Power,North Eastern Electric Power Corporation Limited,,8146.0,8146.0,253.97,0.0,7.0,0.0,71.9,12.4,0.0,0,15,0,False,
MOSPI_602525,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW",Power,National Hydroelectric Power Corporation Limited [NHPC],,8112.0,12728.0,9313.54,199.42,82.0,2.0,66.0,142.6,80.1,1,15,0,False,
MOSPI_706779,Mumbai Urban Transport Project [MUTP] - PHASE II,Railways,Mumbai Rail Vikas Corporation Ltd.[MRVC],,8087.0,8087.0,7559.14,37.05,90.0,0.0,70.7,220.2,165.0,1,15,0,False,
MOSPI_705432,Sivok-Rangpo New Rail Line,Railways,Indian Railway Construction International Limited [IRCON],,7877.0,11775.0,11090.5,156.8,80.0,-5.0,67.0,202.5,151.0,1,15,0,False,
MOSPI_617200,KHARSIA- NAYA RAIPUR-PARMALKASA 5th and 6th Line [278KM],Railways,CAO/C/SECR,,7854.0,7854.0,0.64,0.04,0.0,0.0,71.6,17.1,0.0,0,15,0,False,
MOSPI_701354,Mumbai Nagpur Jharsuguda Pipeline Project,Petroleum,Ministry of Petroleum & Natural Gas,,7844.0,8255.0,7070.1,100.4,99.0,0.0,34.9,75.0,37.5,1,15,0,False,
MOSPI_400147,KUSMUNDA OC EXPANSION [15 TO 50 MTY],Coal,South Eastern Coalfields Limited [SECL],,7612.0,7612.0,4697.95,0.0,81.0,0.0,115.9,157.4,84.0,1,15,0,False,
MOSPI_612838,DIPKA OC,Coal,SECL - CIL,,7580.0,7580.0,3091.0,0.0,65.0,0.0,36.0,12.0,0.0,0,15,0,False,
MOSPI_702626,Indore Metro Rail Project,Urban Transport,Madhya Pradesh Metro Rail Co Limited [MPMRCL],,7501.0,7501.0,5093.95,49.95,65.0,0.0,48.0,93.5,73.1,1,15,0,False,
MOSPI_705763,Indore - Budni New Railway Line [198 kms],Railways,RVNL - II,,7474.0,7474.0,2879.62,262.11,41.0,4.0,133.3,84.8,0.0,0,15,0,False,
MOSPI_701330,Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline,Petroleum,Ministry of Petroleum & Natural Gas,,7392.0,7392.0,6362.31,1.45,90.0,0.0,155.8,182.3,33.0,1,15,0,False,
MOSPI_400112,Jigaon Irrigation Project,Water Resources,Department of water resources-MH - II,,7223.0,7223.0,10516.6,928.61,92.0,1.0,135.0,113.5,0.0,0,15,0,False,
MOSPI_701386,Gosikhurd Project,Water Resources,Department of water resources-MH - II,,7196.0,12770.1,14439.5,53.8,73.0,0.0,141.0,221.5,102.0,1,15,0,False,
MOSPI_400150,RPR MAGADH EXP OCP,Coal,Ministry of Coal,,6964.0,6964.0,2299.77,1.32,39.0,0.0,91.9,73.4,0.0,0,15,0,False,
MOSPI_702625,Bhopal Metro Rail Project,Urban Transport,Madhya Pradesh Metro Rail Co Limited [MPMRCL],,6941.0,6941.0,4498.76,136.33,63.0,1.0,48.0,93.5,67.0,1,15,0,False,
MOSPI_618412,Construction of i Connecting Road from Z-Morh Tunnel to Zojila Tunnel Road Length 18.475km and ii 14.150 Km long 2-L Bi-directional single tube Zoji-la Tunnel across Zojila Pass on Sonamarg - Kargil section from Km 82 to Km 118 of NH-01 under PMDP,Roads & Highways,NHIDCL,,6809.0,6809.0,3574.5,25.43,69.0,0.0,104.4,103.9,17.0,1,15,0,False,
MOSPI_705793,Raising of speed to 160 kmph/200 kmph on existing New Delhi-Mumbai route incl. Vadodara-Ahmedabad,Railways,PCE/WR,,6806.0,8095.12,9480.86,2.31,66.0,0.0,55.0,84.5,24.0,1,15,0,False,
MOSPI_702658,Nagpur Metro Rail Phase II Development Project,Urban Transport,Maharashtra Metro Rail Corporation Limited [MMRCL],,6708.0,6708.0,2161.73,135.17,42.0,1.0,60.1,44.5,0.0,0,15,0,False,
MOSPI_705794,New Delhi- Howrah Speed Booster[160Kmph] Project,Railways,PCE/NCR,,6685.0,6685.0,127.03,0.0,0.0,0.0,55.0,84.5,0.0,0,15,0,False,
MOSPI_619314,Pipeline Replacement Project- PRP-IX,Petroleum,Oil and Natural Gas Corporation Limited [ONGC],,6684.0,6175.0,979.47,115.19,24.0,3.0,20.8,12.8,0.0,0,15,0,False,
MOSPI_705392,Dimapur [Dhansiri]-Sukhobi Kohima [Zubza] NL [82.5 Km],Railways,Northeast Frontier Railway [NFR] - II,,6663.0,6663.0,6748.9,29.37,46.0,1.0,115.0,132.7,57.2,1,15,0,False,
MOSPI_705648,Vijaywada-Gudur 3rd Line,Railways,RVNL - II,,6654.0,6654.0,6213.64,31.99,96.0,0.0,99.2,120.7,16.0,1,15,0,False,
MOSPI_705726,Track Machine Procurement Project,Railways,EDTK[MC]/RB,,6339.0,6339.0,4201.26,34.79,62.0,21.0,58.3,76.8,35.0,1,15,0,False,
MOSPI_618738,6L Bridge and its approaches across River Ganga as Part of Patna Ring Road NH-131G starting from Km 8.480 near Sherpur to Km 23.000 near Dighwara,Roads & Highways,NHAI,,6292.0,3351.62,734.19,0.26,22.0,1.0,59.3,47.6,18.8,1,15,0,False,
MOSPI_602096,Subansiri Lower HE Project [2000 MW],Power,National Hydroelectric Power Corporation Limited [NHPC],,6285.0,26075.5,26448.1,68.1,98.0,0.0,84.0,276.2,198.7,1,15,0,False,
MOSPI_617206,Delhi Metro Rail Phase-IV [Rithala - Kundli Corridor],Urban Transport,Delhi Metro Rail Corporation Limited [DMRC],,6231.0,6231.0,800.48,230.35,5.0,2.0,48.0,20.4,0.0,0,15,0,False,
MOSPI_709851,Integrated Development of 4 Contract Areas under DSF-II,Petroleum,Oil and Natural Gas Corporation Limited [ONGC],,6184.0,6183.79,2053.0,29.05,47.0,3.0,47.1,39.7,0.0,0,15,0,False,
MOSPI_400382,Rewas Port Project,Shipping,Reliance Industries Ltd,,6000.0,6000.0,5999.89,0.0,88.0,88.0,39.0,80.5,0.0,0,15,0,False,
MOSPI_615339,Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part-3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission Limited],Transmission & Distribution,Power Grid Corporation of India Limited [POWERGRID],,5969.0,5969.0,1969.77,89.54,33.0,2.0,23.9,22.1,5.6,0,15,0,False,
MOSPI_705667,Mathura-Jhansi - 3rd line 273.80 km,Railways,CMD / RVNL RVNL mor,,5961.0,5960.76,5725.22,530.04,94.0,-3.0,87.7,120.2,36.0,1,15,0,False,
MOSPI_617416,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of affected families in Jharia Coalfield- Reg.",Coal,Bharat Coking Coal Limited [BCCL],,5940.0,5940.0,520.75,192.97,34.0,3.0,42.2,14.7,0.0,0,15,0,False,
MOSPI_616253,BLOCK E OCP,Coal,BCCL - CIL,,5851.0,5851.0,20.32,0.0,4.0,0.0,60.2,29.7,0.0,0,15,0,False,
MOSPI_616670,Transmission System for evacuation of Power from Rajasthan REZ Ph-IV [Part-4 3.5 GW] Part A  [SPV name POWERGRID Ghiror Transmission Limited],Transmission & Distribution,Power Grid Corporation of India Limited [POWERGRID],,5846.0,5846.0,1953.73,199.92,41.0,3.0,24.0,20.5,6.0,0,15,0,False,
MOSPI_619052,LUCKNOW METRO RAIL PROJECT PHASE-1B EAST WEST CORRIDOR,Urban Transport,Uttar Pradesh metro rail corporation [UPMRC],,5801.0,5801.0,0.05,0.05,2.0,0.0,67.8,12.4,0.0,0,15,0,False,
MOSPI_602181,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]",Power,National Hydroelectric Power Corporation Limited [NHPC],,5748.0,5748.04,4656.92,79.99,69.0,0.0,60.0,90.3,45.8,1,15,0,False,
MOSPI_618934,Guwahati Ring Road in the State of Assam,Roads & Highways,NHAI,,5729.0,5729.0,328.42,324.93,0.0,0.0,65.7,25.4,0.0,0,15,0,False,
MOSPI_617185,Transmission System for Integration of Kurnool-IV REZ  Phase-I [for 4.5 GW] [POWERGRID Kurnool-IV Transmission Limited],Transmission & Distribution,Power Grid Corporation of India Limited [POWERGRID],,5550.0,5550.0,1776.0,180.93,29.0,4.0,23.9,17.7,6.3,1,15,0,False,
MOSPI_701338,City Gas Distribution Maharashtra Natural Gas Limited,Petroleum,Gas Authority of India Limited [GAIL],,5535.0,5535.0,4481.93,89.35,47.0,0.0,304.8,248.0,0.0,0,15,0,False,
MOSPI_709748,BIKANER SOLAR POWER PROJECT,Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,,5492.0,5492.0,5376.34,291.66,92.0,4.0,30.0,59.4,20.9,1,15,0,False,
MOSPI_702540,In-Situ Slum Redevelopment Project in Gujarat,Real Estate,"PMAY, Ministry of Housing and Urban Affairs",,5477.0,5477.0,3035.81,0.0,0.0,0.0,36.0,12.0,0.0,0,15,0,False,
MOSPI_619022,"Metro connectivity from Millennium  City Centre to Cyber City with Spur to Dwarka Expressway, Gurugram.",Urban Transport,Gurugram Metro Rail Limited [GMRL],,5453.0,5453.0,193.32,33.65,10.0,6.0,48.0,38.3,0.0,0,15,0,False,
MOSPI_702631,"Ahmedabad Metro Rail Project, Phase-II",Urban Transport,Gujarat Metro Rail Corporation Limited [GMRCL],,5384.0,5384.0,5019.61,59.59,100.0,0.0,60.7,90.2,21.0,1,15,0,False,
MOSPI_701565,Jal Marg Vikas Project,Water Resources,Inland Waterways Authority of India [IWAI],,5369.0,5061.15,4187.19,69.58,85.0,1.0,71.9,104.4,33.8,1,15,0,False,
MOSPI_616231,BHUBANESWARI EXPN OCP 50 MTY,Coal,MCL - CIL,,5366.0,5366.0,477.84,0.11,33.0,-1.0,108.1,29.7,0.0,0,15,0,False,
MOSPI_400315,SONEPUR BAZARI EXPANSION OCP [,Coal,Eastern Coal Fields Limited [ECL],,5366.0,5366.0,697.64,69.42,18.0,0.0,92.1,61.6,0.0,0,15,0,False,
