project_id,project_name,sector,implementing_agency,state,original_cost,revised_cost,expenditure,expenditure_change_recent,physical_progress,progress_change_recent,original_duration_months,months_elapsed,current_delay_months,overdue_milestones,days_since_last_cuf_update,clearance_pending_days,active_litigation,reasons_for_delay
MOSPI_618702,4L of Addahole Near Gundya to Bantwal Cross section Pkg-02 from Design Km 270.270 to Design km 318.55 including flyover at Kalladka Town including approaches from Km. 311.57 to Km. 313.67 of NH-75 Old NH-48,Roads & Highways,NHAI,,1660.0,1318.24,1452.0,0.1,94.0,0.0,35.0,68.7,41.2,1,15,0,False,
MOSPI_619217,4L of Haridwar-Nagina section from km. 0.00 to km. 71.614 of NH-74,Roads & Highways,NHAI,,1659.0,1622.49,1546.89,5.9,100.0,0.0,55.7,129.5,72.8,1,15,0,False,
MOSPI_705457,Ratlam-Mhow-Khandwa-Akola 472.64 km including material modification for Fatehabad-Chandrawati Ganj-Ujjain 22.96 km and Rau-DADN doubling 9.40 km,Railways,CAOCWR WR mor,,1656.0,13314.5,5045.54,438.83,75.0,-5.0,230.4,223.9,18.0,1,15,0,False,
MOSPI_618637,Bal. Works of Fagne Km. 510.000 to Maharashtra/Gujarat Border Km. 650.794,Roads & Highways,NHAI,,1654.0,1672.89,1447.76,0.0,100.0,0.0,32.7,80.6,51.4,1,15,0,False,
MOSPI_618909,2L PS of JH / WB Border km. 70.524 - Purulia km.84.400 & Purulia km. 94.30 - Chandil Junction with NH-33 km. 153.705 of Old NH-32,Roads & Highways,NHAI,,1652.0,1771.88,1652.04,2.79,98.0,0.0,52.8,102.1,50.8,1,15,0,False,
MOSPI_619096,Goa / Karnataka Km.93.700 to Kundapur Km.283.30,Roads & Highways,NHAI,,1645.0,1990.99,1849.51,0.64,98.0,0.0,48.9,169.5,122.1,1,15,0,False,
MOSPI_618462,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-31 Ch.824920 to Ch.844382 [Junction near Pratap nagar Village - Junction near Dodka Village],Roads & Highways,NHAI,,1645.0,1651.14,1297.76,0.29,100.0,0.0,41.7,81.7,38.8,1,15,0,False,
MOSPI_619134,6L of Ambala-Chandigarh greenfield section from Km. 0.000 to Km. 25.000 with 4L spur to Lalru from Km. 0.000 to Km. 5.828  & spur to PR-7 road from Km. 0.000 to Km. 11.157,Roads & Highways,NHAI,,1642.0,1904.79,1277.92,0.0,90.0,0.0,42.4,53.5,11.6,1,15,0,False,
MOSPI_619200,Delhi-Amritsar-Katra Expressway Phase-I Spur-III from Junction with Amritsar-Jalandhar road NH-3 near Bhishambarpura to Junction with Amritsar-Anjala road NH-354 near Amritsar Airport [Km 71000 to Km 99000 of Amritsar connectivity],Roads & Highways,NHAI,,1642.0,1951.7,1364.2,18.94,34.0,0.0,43.8,66.4,36.1,1,15,0,False,
MOSPI_618915,4L of Bal. works of Patna - Gaya -Dobhi Pkg-II from km. 39.00 to km. 83.00 of Old NH-83,Roads & Highways,National Highways Authority of India [NHAI],,1637.0,777.2,728.91,0.0,89.0,0.0,37.7,83.9,30.7,1,15,0,False,
MOSPI_619063,4L Greenfield spur from Delhi-Vadodara Greenfield expressway near Bandikui to Jaipur,Roads & Highways,National Highways Authority of India [NHAI],,1636.0,2170.39,1278.04,72.75,100.0,0.0,32.1,54.2,19.6,1,15,0,False,
MOSPI_616843,Ajmer-Chanderiya section 178.28 km Umbrella work PB57/2019-20/NR,Railways,CAOC/NWR NWR mor,,1635.0,1634.79,560.17,70.61,23.0,1.0,40.3,30.8,9.0,1,15,0,False,
MOSPI_705433,Dallirajhra- Rowghat New Railway Line - Phase I [95 km],Railways,RVNL - II,,1628.0,1628.0,1440.85,0.0,82.0,0.0,194.5,206.0,3.0,0,15,0,False,
MOSPI_705375,Koderma-Tilaiya 68 km,Railways,CAO/Con/South/MHX ECR mor,,1626.0,2433.13,2269.03,47.27,90.0,-5.0,243.8,262.3,12.0,1,15,0,False,
MOSPI_701412,North Koel Reservoir Project,Water Resources,"Department of Water Resources, River Development & GR",,1622.0,2430.76,345.94,172.97,47.0,3.0,44.0,109.5,75.0,1,15,0,False,
MOSPI_437130,"Amended BharatNet Program - J&K, LAD",Telecommunications,Department of Telecommunications,,1621.0,1621.0,170.05,0.0,8.0,0.0,58.2,37.4,0.0,0,15,0,False,
MOSPI_618800,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package II from Km 4.604 to Km 9.700,Roads & Highways,NHAI,,1617.0,1616.97,250.4,10.92,18.0,0.0,38.2,42.0,34.4,1,15,0,False,
MOSPI_618484,Delhi-Amritsar-Katra Expressway Phase-I Pkg-III from Junction with Jind-Panipat road NH-352A near Gangana village to Junction with Jind-Karnal road NH-709A near Alewa village Km 60800 to Km 91400,Roads & Highways,National Highways Authority of India [NHAI],,1606.0,1813.91,631.62,0.0,79.0,0.0,36.2,68.9,4.9,0,15,0,False,
MOSPI_619053,RPR FOR RAMPUR BATURA OCP,Coal,SECL - CIL,,1605.0,1605.0,75.28,0.05,0.0,0.0,58.0,15.5,0.0,0,15,0,False,
MOSPI_705368,Araria-Supaul 92 km,Railways,CAO/Con/North/MHX ECR mor,,1605.0,2621.05,2140.8,414.85,40.0,-5.0,175.3,204.8,34.0,1,15,0,False,
MOSPI_619155,Upgradation and 4L of Haridwar Bypass from Km 0.000 Km 188.100 of NH-58 to Km. 15.100 Km 5.100 of NH 74 PKg-1,Roads & Highways,NHAI,,1603.0,1423.89,770.27,0.0,80.0,0.0,35.2,57.8,25.0,1,15,0,False,
MOSPI_616857,Doubling between Motumari  Vishnupuram 88.81 km and Rail over Rail RoR at Motumari  10.877 Km,Railways,CAO/C/SCoR SCoR mor,,1596.0,1596.0,327.62,62.73,22.0,20.0,61.3,30.8,0.0,0,15,0,False,
MOSPI_706835,Belgaum-Dharwad via Kittur [73.10Km],Railways,South Western Railway [SWR] - II,,1591.0,1591.0,0.75,0.37,0.0,0.0,87.7,72.2,15.0,1,15,0,False,
MOSPI_616950,PRP-VIII [Group-A],Petroleum,Oil and Natural Gas Corporation Limited [ONGC],,1589.0,1486.4,629.46,10.47,60.0,0.0,17.8,24.3,0.0,0,15,0,False,
MOSPI_400291,Doubling of Kirandul-Jagdalpur Line [150 km],Railways,East Coast Railway [ECoR] - II,,1589.0,1798.0,1691.27,34.73,96.0,-2.0,85.3,162.8,85.0,1,15,0,False,
MOSPI_618845,Puducherry Km.29.000 to Poondiyankuppam Km.67.000,Roads & Highways,NHAI,,1588.0,1415.9,460.45,0.06,99.0,0.0,68.5,102.5,34.5,1,15,0,False,
MOSPI_705528,Muzaffarpur-Sugauli,Railways,East Central Railway [ECR] - II,,1586.0,1586.0,1586.82,31.94,99.0,0.0,76.0,102.5,14.0,1,15,0,False,
MOSPI_400192,Tubed Coal Mine,Coal,Damodar Valley Corporation,,1581.0,1581.0,624.86,7.95,37.0,1.0,118.7,122.2,7.0,1,15,0,False,
MOSPI_619076,Six Laning of Vijayawada Bypass from Chinna Avutapalli to Gollapudi in Vijayawada - Gundugolanu Section from km. 0.00 to km. 30.00 Pkg-III,Roads & Highways,NHAI,,1581.0,1883.71,1024.75,0.24,98.0,0.0,36.9,79.8,43.4,1,15,0,False,
MOSPI_701599,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2,Telecommunications,Department of Telecommunications [DoT],,1578.0,1578.0,701.66,0.0,88.0,1.0,58.2,99.8,36.0,1,15,0,False,
MOSPI_618727,6L Greenfield Varanasi-Ranchi-Kolkata Highway from junction with Bhabhua-Adhaura road in Bhairopur village to Konki village From KM. 54.000 to KM. 90.000Pkg-3,Roads & Highways,NHAI,,1577.0,1711.44,328.2,15.1,26.0,4.0,54.3,41.7,0.0,0,15,0,False,
MOSPI_618950,Construction of Bypass to NH-114A Connecting NH-333 and NH-133 Deoghar  Bypass from design km 0.000 to design Km 49.000,Roads & Highways,NHAI,,1565.0,1565.0,106.04,50.8,12.0,3.0,38.0,21.6,0.0,0,15,0,False,
MOSPI_618608,4L of left-over works including additional structures from Kerala/Tamil Nadu border to Kanyakumari Section from Km 43.0 to Km 96.174 of NH66,Roads & Highways,NHAI,,1564.0,1263.42,980.14,18.24,82.0,1.0,32.7,46.2,17.0,1,15,0,False,
MOSPI_616232,HINGULA II OC EXPN PH III 15 M,Coal,MCL - CIL,,1562.0,1562.0,284.22,4.9,34.0,3.0,76.7,46.3,0.0,0,15,0,False,
MOSPI_618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,Roads & Highways,NHAI,,1560.0,1568.22,1694.94,3.99,100.0,0.0,73.3,192.9,119.1,1,15,0,False,
MOSPI_619105,6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Moga-Barnala Road NH-703 near village Tallewal to Jn. with Delhi-Katra Expressway NE-5 near Ludhiana village Ballowal from Km 30.300 to Km 75.543 of NH-754AD Pkg-2,Roads & Highways,NHAI,,1555.0,1564.66,711.39,12.52,26.0,2.0,74.8,62.4,0.0,0,15,0,False,
MOSPI_618459,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-26 Ch.696890 to Ch.726390,Roads & Highways,NHAI,,1555.0,1556.4,1288.32,15.01,86.0,4.0,47.7,72.2,29.9,1,15,0,False,
MOSPI_618723,6L access Controlled Greenfield Highway from Ranipur Barsi to Adhoya Musalmana  section of Shamli -Ambala Package-II Design Ch. Form km 45.500 to km 84.400,Roads & Highways,NHAI,,1554.0,1241.89,847.9,22.12,83.0,4.0,34.8,50.8,21.5,1,15,0,False,
MOSPI_618564,6L with PS of Samakhiyali to Santalpur section from km. 339.700 to Km. 430.100 of NH-27,Roads & Highways,NHAI,,1554.0,34.34,28.66,0.07,65.0,0.0,35.3,43.9,15.1,1,15,0,False,
MOSPI_914467,Amended BharatNet Program - BR,Telecommunications,Department of Telecommunications,,1550.0,1550.0,222.77,0.0,18.0,0.0,55.2,37.4,0.0,0,15,0,False,
MOSPI_611495,Development of New Civil Enclave at Bagdogra Airport,Aviation,Airport Authority of India [AAI],,1549.0,1549.0,548.3,40.5,28.0,-5.0,30.2,24.5,0.0,0,15,0,False,
MOSPI_705511,Jagdalpur-Koraput,Railways,East Coast Railway [ECoR] - II,,1547.0,1547.0,1403.9,16.66,93.0,-2.0,99.7,129.2,33.0,1,15,0,False,
MOSPI_618730,6 Lane Greenfield Varanasi- Ranchi- Kolkata Highway from Deoria village to Donoreshan village from km 253.000 to km 288.600  Pkg -10,Roads & Highways,NHAI,,1546.0,1546.0,183.44,100.79,6.0,2.0,62.0,41.6,0.0,0,15,0,False,
MOSPI_705424,Chandigarh-Baddi 33.23 km,Railways,CAOC/NR NR mor,,1540.0,1942.17,1101.73,495.66,47.0,3.0,106.5,103.0,0.0,0,15,0,False,
MOSPI_618677,6L Greenfield Kaliagura   Baunsaguar Section of NH-130-CD Road from km 249000 to km 293000 Package  OD-5,Roads & Highways,NHAI,,1540.0,1918.49,1026.67,28.54,98.0,1.0,32.8,60.4,30.1,1,15,0,False,
MOSPI_618791,4L PS under NH configuration of Manikpur-Sahebganj of NH-139W,Roads & Highways,NHAI,,1539.0,1539.0,595.95,31.58,28.0,1.0,38.4,22.9,0.0,0,15,0,False,
MOSPI_618932,Construction of 6 lane Indore western bypass from km 0000 to Km 34000 Pkg -l  in the State of Madhya Pradesh on Hybrid Annuity Mode under NHO,Roads & Highways,NHAI,,1535.0,1472.68,657.89,2.06,28.0,5.0,46.1,30.6,0.0,0,15,0,False,
MOSPI_618483,Delhi-Amritsar-Katra Expressway Phase-I Pkg-II from Junction with Rohtak-Panipat road NH-709 near Rukhi Paani village to Junction with Jind-Panipat road NH-352A near Gangana village Km 34000 to Km 60800,Roads & Highways,NHAI,,1534.0,1792.53,1176.23,205.14,100.0,0.0,36.7,68.7,30.6,1,15,0,False,
MOSPI_617878,Phase B of Construction of Permanent Campus of IIT Palakkad,Education,INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,,1527.0,1527.0,9.8,9.8,0.0,0.0,41.1,15.6,0.0,0,15,0,False,
MOSPI_618733,6L Greenfield Varanasi- Ranchi- Kolkata Highway from junction with  NH-20 in Bongabar village to junction with NH-30 in Lepo village from km 325.500 to km 358.500  Pkg -12,Roads & Highways,NHAI,,1526.0,1526.0,218.28,0.01,0.0,0.0,63.2,41.6,0.0,0,15,0,False,
MOSPI_618789,6L of IT City Chowk to Kurali Chandigarh Road,Roads & Highways,National Highways Authority of India [NHAI],,1525.0,1936.54,1689.83,0.0,98.0,0.0,43.2,66.4,8.7,1,15,0,False,
MOSPI_618479,Bangalore Chennai Expressway Phase-III  Package III Arakkonam to Kancheepuram from Km 204.500 to Km 230.000,Roads & Highways,NHAI,,1525.0,1525.1,360.95,0.3,54.0,0.0,43.7,69.2,41.1,1,15,0,False,
MOSPI_618468,Vadodara Mumbai Expressway Phase II - Pkg XI [Km. 77.000 to Km. 103.400] Ganjad - Talsari,Roads & Highways,National Highways Authority of India [NHAI],,1525.0,1913.95,813.35,0.0,100.0,1.0,46.9,74.9,23.4,1,15,0,False,
MOSPI_619144,Hospet - Chitradurga from km. 299.00 to km. 418.750,Roads & Highways,National Highways Authority of India [NHAI],,1520.0,387.48,36.7,0.34,100.0,0.0,41.0,138.0,94.5,1,15,0,False,
MOSPI_618830,4L from Km 147.450 Bhogu to Km 196.870 Sankha on NH-75 Sec-III,Roads & Highways,NHAI,,1518.0,1652.09,1131.52,28.52,77.0,0.0,37.2,47.4,16.7,1,15,0,False,
MOSPI_617374,"Dallirajhara - Rowghat New Rail Line Project, Phase-I",Railways,Rail Vikas Nigam Limited,,1516.0,1881.26,2154.73,11.01,98.0,0.0,188.5,206.0,11.0,1,15,0,False,
MOSPI_618977,"Development of New Greenfield Airport at Bundi, Kota Rajasthan.",Aviation,Airport Authority of India [AAI],,1507.0,1507.0,81.41,10.28,14.0,1.0,25.7,12.5,0.8,0,15,0,False,
MOSPI_619219,4L of Tumkur-Shimoga Pkg-II from Km 65.195 Karadi to Km 121.900 Banawara of NH-206,Roads & Highways,NHAI,,1506.0,1989.89,1298.78,0.79,100.0,0.0,43.5,102.6,62.5,1,15,0,False,
MOSPI_618779,4L of Aurangabad-Paithan,Roads & Highways,NHAI,,1505.0,349.96,319.54,13.95,96.0,0.0,22.1,47.9,22.6,1,15,0,False,
MOSPI_618947,4L of NH-80 from km 215.00 to km 260.00 Mirza Chauki to Farkka Pkg-I,Roads & Highways,NHAI,,1505.0,1508.21,1038.65,8.92,92.0,0.0,63.3,101.7,39.9,1,15,0,False,
MOSPI_618623,4L Boregaon Buzurg to Shahpur Pkg I of Boregaon Buzurg to Muktainagar of NH 753L,Roads & Highways,NHAI,,1504.0,1132.34,556.86,29.52,90.0,0.0,38.9,46.4,8.2,1,15,0,False,
MOSPI_618785,4/6L Greenfield LudhianaRupnagar highway from Jn. with NE-5 village near to ManewalLudhiana to Jn. with NH-205 near Bheora Village Rupnagar from Km 66.0 to Km 91.0 i/c spur to Kharar from Km 0.0 to Km 19.5 with Ludhiana bypass of NH-205K Pkg-3,Roads & Highways,NHAI,,1501.0,1815.13,1162.52,3.82,80.0,0.0,42.6,61.5,22.5,1,15,0,False,
MOSPI_619102,4 L of China Orampadu-Renigunta section of NH-716 Package-II of Kadapa-Renigunta section,Roads & Highways,NHAI,,1500.0,1500.0,121.06,0.6,2.0,2.0,63.3,45.3,0.0,0,15,0,False,
MOSPI_618631,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 162.5 to Km. 203.100 in Raichur of NH-150C Pkg-IV,Roads & Highways,NHAI,,1500.0,1457.48,840.31,0.0,100.0,0.0,37.9,54.0,15.6,1,15,0,False,
MOSPI_618899,Kallagam km.38.700 to Meensurutti Km.98.433 of NH-227 in Tamil Nadu,Roads & Highways,NHAI,,1499.0,1499.12,1111.9,0.1,100.0,0.0,37.8,102.6,64.3,1,15,0,False,
MOSPI_618740,4L Greenfield Alignment of Shivrampur  to Ramnagar from Km. 55.002 to Km. 109.300 of NH 119 D Pkg-II,Roads & Highways,NHAI,,1494.0,1546.07,702.39,37.84,51.0,1.0,41.0,55.4,28.9,1,15,0,False,
MOSPI_619154,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package III [from Pindari km 78.150 to Rawalganj Bypass Km 117.120] on EPC Mode in the state of Uttar Pradesh.,Roads & Highways,NHAI,,1494.0,1493.59,1044.81,2.78,86.0,3.0,34.8,47.3,14.1,1,15,0,False,
MOSPI_618680,6L Greenfield  Kandili - Aluru Section of NH-130-CD Road from km 342500 to km 365033 Package-OD-8,Roads & Highways,NHAI,,1493.0,1912.84,1088.96,24.15,100.0,0.0,33.9,56.8,22.4,1,15,0,False,
MOSPI_619216,6L access Controlled Greenfield Highway from Adhoya Musalmana to Sadopur section of Shamli -Ambala Package-III Design Ch. Form km 84.400 to km 121.786,Roads & Highways,NHAI,,1492.0,1122.86,791.92,0.0,81.0,0.0,35.1,51.5,20.0,1,15,0,False,
MOSPI_709842,"Kalol Redevelopment Project, Ahmedabad Asset",Petroleum,Oil and Natural Gas Corporation Limited [ONGC],,1487.0,1487.41,946.45,1.0,66.0,1.0,55.0,48.5,0.0,0,15,0,False,
MOSPI_618477,Bangalore Chennai Expressway Phase-III  Package I Gudipala to Walajajhpet from Km 156.000 to Km 180.000,Roads & Highways,NHAI,,1482.0,1481.87,746.74,0.0,99.0,0.0,43.2,70.8,27.1,1,15,0,False,
MOSPI_707414,Multi Modal Transport Hub [MMTH] Project at Boraki in Greater Noida - Infrastructure Development - Phase 1,Logistics Infrastructure,National Industrial Corridor Development Corporation,,1480.0,1480.0,0.0,0.0,0.0,0.0,110.4,68.5,0.0,0,15,0,False,
MOSPI_618946,4L of Mehgama - Hansdiha from  km. 41.900 to km. 93.000 of NH -133A Pkg-II,Roads & Highways,National Highways Authority of India [NHAI],,1480.0,1568.18,878.21,0.01,100.0,0.0,37.2,53.5,13.8,1,15,0,False,
MOSPI_618515,6L from Belgaum to Sankeshwar Bypass from Km. 515.000 to Km. 555.017 of NH-48 Pkg-I,Roads & Highways,National Highways Authority of India [NHAI],,1479.0,1237.04,1178.31,0.0,100.0,0.0,41.3,58.1,14.2,1,15,0,False,
MOSPI_619122,Akshardham - DL/UP Border Pkg-01,Roads & Highways,National Highways Authority of India [NHAI],,1479.0,1476.75,1351.78,8.6,100.0,0.0,51.5,72.2,18.2,1,15,0,False,
MOSPI_618234,Construction of a new 4-lane major bridge across river Kosi at Phulaut including Rehabilitation and upgradation of existing Birpur and Bihpur section of NH-106 from km 106.000 to km 136.000 to 2-lane with paved shoulders in the State of Bihar on EPC mode,Roads & Highways,MoRTH,,1478.0,1478.0,901.52,0.2,99.0,1.0,68.5,95.8,32.8,1,15,0,False,
MOSPI_618795,Amritsar Bypass Pkg III from km. 71.496 to km. 105.158,Roads & Highways,NHAI,,1475.0,1228.42,1222.73,0.06,82.0,-1.0,42.6,67.1,28.0,1,15,0,False,
MOSPI_613788,AGTHORI KAMAKHYA SECTION WITH CONSTRUCTION OF NEW RAIL CUM-ROAD BRIDGE AT SARAIGHAT - 7.062KM,Railways,Northeast Frontier Railway [NFR],,1474.0,1474.0,0.0,0.0,0.0,0.0,70.4,30.8,0.0,0,15,0,False,
MOSPI_705373,Fatuah-Islampur incl. material modification for extension of new line from Neora to Daniawan Daniawan to Biharsharif Biharsharif to Barbigha Barbigha to Sheikhpura,Railways,CAO/Con/South/MHX ECR mor,,1473.0,3259.35,3041.78,216.98,95.0,4.0,247.3,288.9,29.0,1,15,0,False,
MOSPI_618954,Umagaon - Saharsa Package - I Combined Umagaon-Kaluahi0.000KM to 21.609Km of NH227LSaharghat-Rahika0.000 Km to 26.130KM of NH227JRahika-Rampatti 0.00 KM to 15.00KM of NH527ABideshwarsthan-Bheja0.000KM to 25.915KM of NH527A.,Roads & Highways,NHAI,,1473.0,1703.02,644.37,2.49,24.0,2.0,58.3,48.9,0.0,0,15,0,False,
MOSPI_618674,Development of 6L Sargi  Basanwahi Section from km 42.800 to km 99.500 of NH-130CD Pkg-CG-2,Roads & Highways,NHAI,,1471.0,1461.81,757.62,0.03,100.0,0.0,36.6,56.8,19.7,1,15,0,False,
MOSPI_618783,4-laning of Pilibhit - Sitarganj from Km. 32.500 to Km. 70.800 Pkg-2 of NH-30,Roads & Highways,NHAI,,1471.0,1471.19,470.11,13.35,44.0,1.0,37.8,44.0,19.6,1,15,0,False,
MOSPI_619163,4L of Baramati to Indapur Pkg-II from km. 41.400 to km. 84.550 of NH-965G Saint Tukaram Marg,Roads & Highways,NHAI,,1471.0,1297.48,1071.0,143.9,86.0,0.0,31.7,68.0,39.8,1,15,0,False,
MOSPI_618578,6L Access Controlled Highway from DND Maharani Bagh - Jn. with Jaitpur - Pushta Road of NH-148NA from km. 0.00 to km. 9.00 in NCR,Roads & Highways,National Highways Authority of India [NHAI],,1467.0,2510.34,1615.93,0.09,98.0,0.0,47.3,73.5,22.9,1,15,0,False,
MOSPI_618850,Nerchowk km 190.000 to Pandoh including Pandoh bypass  km221.305,Roads & Highways,NHAI,,1464.0,1651.67,1574.85,7.73,100.0,0.0,51.3,125.5,73.7,1,15,0,False,
MOSPI_611917,Poly Butadiene Rubber plant at Panipat,Petroleum,Indian Oil Corporation Limited [IOCL],,1459.0,2531.44,1643.7,11.69,89.0,2.0,36.5,54.0,21.0,1,15,0,False,
MOSPI_616588,Buramara - Chakulia 59.96 km PB9/SECR/2023-24,Railways,CAO/C/SER SER mor,,1459.0,1459.0,11.7,2.54,2.0,2.0,64.4,24.9,0.0,0,15,0,False,
MOSPI_618284,Widening/Improvement to 4-Lane with paved shoulder from Km 99930 to Km 143680 Design Chainage 96000 to 139750 of Paikan to Dhupdhara Sahar of Bilasipura-Guwahati Road on NH-17 in the state of Assam on EPC mode under Bharatmala Pariyojana in Economic Corridors Project Length  43.750km under NHO-NE Package-8,Roads & Highways,NHIDCL,,1458.0,1458.0,962.73,35.77,86.0,0.0,45.7,42.3,0.0,0,15,0,False,
MOSPI_705918,Allahabad division - Aligarh - Harduaganj Flyover,Railways,North Central Railway,,1457.0,1457.0,400.19,0.0,36.0,2.0,78.0,76.5,5.0,0,15,0,False,
MOSPI_618972,Devbhumi Dwarka [Okha] - Kanalus Doubling,Railways,Western Railway [WR] - II,,1457.0,1457.0,0.28,0.28,0.0,0.0,36.0,9.3,0.0,0,15,0,False,
MOSPI_618518,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km. 338.923,Roads & Highways,NHAI,,1455.0,1805.84,1273.5,0.01,99.0,0.0,42.3,116.1,77.2,1,15,0,False,
MOSPI_705761,SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km],Railways,South Western Railway [SWR] - II,,1454.0,1454.0,111.67,5.49,14.0,0.0,98.4,83.9,7.0,1,15,0,False,
MOSPI_619108,4 Lane with PS from Des. Ch 0.000 to Des. Ch. 43.800 of Belgaum-Hungund-Raichur Section of NH-748A Package-1,Roads & Highways,NHAI,,1452.0,1256.55,490.31,0.0,40.0,2.0,40.1,31.1,3.7,0,15,0,False,
MOSPI_701400,Thoubal Multipurpose Project,Water Resources,Water Resources Department-MN,,1449.0,1822.24,1848.17,10.26,99.0,0.0,273.0,353.4,84.0,1,15,0,False,
MOSPI_618949,4L of Basukinath- Deoghar Section of NH-114A,Roads & Highways,NHAI,,1445.0,1553.76,781.51,58.03,91.0,1.0,39.2,48.3,8.6,1,15,0,False,
MOSPI_619220,Tumkur-Shimoga Pkg-III from Km 121.900 Banawara to Km 170.415 Bettadahalli of Old NH-206,Roads & Highways,National Highways Authority of India [NHAI],,1444.0,1834.81,890.55,17.58,97.0,-1.0,60.5,102.6,45.6,1,15,0,False,
MOSPI_701410,Relining of  Rajasthan feeder and Sirhind Feeder canal,Water Resources,Department of Water Resources-PB,,1441.0,2462.16,3012.69,12.33,80.0,0.0,64.8,127.4,60.0,1,15,0,False,
MOSPI_618634,6L of Veera Kaveri Raja Puram to Pondavakkam from km 61.380 to km 96.040 of NH 716B Pkg-III,Roads & Highways,NHAI,,1440.0,1439.77,808.62,0.0,99.0,0.0,45.8,65.5,19.7,1,15,0,False,
MOSPI_618520,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],Roads & Highways,NHAI,,1439.0,1786.57,1294.84,65.85,99.0,0.0,32.2,73.1,41.4,1,15,0,False,
MOSPI_618831,4L from Km 95.400 Udaipura to Km 147.450 Bhogu on NH-75 Sec-II,Roads & Highways,NHAI,,1437.0,1301.54,419.62,0.01,29.0,1.0,42.5,41.8,5.7,0,15,0,False,
MOSPI_618828,4L from Km 219.600 Khajuri to Km 260.483 Wyndhamganj on NH-75 Sec-V,Roads & Highways,National Highways Authority of India [NHAI],,1436.0,1465.55,830.18,3.51,92.0,0.0,41.5,53.5,8.5,1,15,0,False,
MOSPI_618728,6L Greenfield Varanasi-Ranchi-Kolkata Highway from junction with NH-19 & Varanasi Ring Road near Rewasa village to junction with Chandauli-Chainpur road near Khainti village from Km. 0.000 to Km. 27.000 - Pkg-1,Roads & Highways,NHAI,,1433.0,1564.15,561.54,2.53,45.0,-3.0,44.1,41.8,5.7,0,15,0,False,
MOSPI_611659,Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan[8.1 GW] under phase-II- Part E,Transmission & Distribution,Power Grid Corporation of India Limited [POWERGRID],,1433.0,1433.0,1418.67,0.0,98.0,0.0,18.1,41.6,15.0,1,15,0,False,
MOSPI_705635,Trivandrum- Kanyakumari,Railways,CAO/CN/ERS SR mor,,1432.0,3785.45,3258.97,45.33,59.0,1.0,90.8,108.6,39.2,1,15,0,False,
MOSPI_618926,4L of Siwan- Masrakh section of Ram Janki Marg from Km 230.385 to Km 281.391 of NH-227A,Roads & Highways,NHAI,,1431.0,1927.04,504.03,1.14,11.0,1.0,50.9,48.8,24.0,1,15,0,False,
MOSPI_618933,Construction of 6 lane Indore western bypass from km 34000 to Km 64000 Pkg-II in the state of Madhya Pradesh on Hybrid Annuity Mode under NHO,Roads & Highways,NHAI,,1431.0,1431.0,662.93,0.81,18.0,0.0,47.3,30.3,0.0,0,15,0,False,
MOSPI_611974,Western Railway- Samakhiali-Gandhidham Quadrupiling 53 km PB34/CR/2023-24,Railways,CAOCWR WR mor,,1430.0,1430.0,748.46,166.36,50.0,5.0,40.2,36.7,12.0,1,15,0,False,
MOSPI_618651,4 Lane with PS from Des. Ch 43.800 to Des. Ch. 89.900 of Belgaum-Hungund-Raichur Section of NH-748A Package-2,Roads & Highways,NHAI,,1428.0,1293.94,594.55,0.0,59.0,10.0,36.3,30.8,4.1,0,15,0,False,
MOSPI_618964,4 Laning of Sandalpur to Nasrullaganj Pkg-1 section of NH-146B Length 43.2 Km.,Roads & Highways,NHAI,,1426.0,1426.0,197.81,0.33,12.0,1.0,33.3,17.5,0.0,0,15,0,False,
MOSPI_619098,Kozhikode Bypass Calicut Bypass Vengalam Jn. to Ramanattukara Jn.,Roads & Highways,NHAI,,1425.0,2139.18,1066.67,2.14,99.0,0.0,60.2,103.0,42.3,1,15,0,False,
MOSPI_618648,"Development of 6-lane Greenfield Southern Ludhiana Bypass from intersection with NH-44 near Village Rajgarh to intersection with Delhi Katra Expressway NE-5 near Village Ballowal, km 0000 to km 25240",Roads & Highways,NHAI,,1425.0,1425.0,162.39,17.25,6.0,2.0,39.4,21.7,0.0,0,15,0,False,
MOSPI_617284,Chunar-Chopan doubling project,Railways,North Central Railway,,1424.0,1424.0,151.57,28.48,18.0,1.0,55.2,36.7,0.0,0,15,0,False,
